job_id,title,company,contract_type,contract_time,created,location,category,salary_min,salary_max,description
5260998821,Data Engineer -contract,VANRATH,contract,,2025-06-21T05:39:34Z,"Belfast, Northern Ireland",IT Jobs,100000.0,100000,"Job Title: Senior Data Engineer Location: Belfast (Hybrid - 2-3 days onsite) Type: Initial Contract with a View to Permanent Rate: Competitive Day Rate (DOE) Overview: We're seeking a commercially minded Senior Data Engineer to join a growing business in Belfast on a contract basis, with a strong view to transition into a permanent role. You'll be instrumental in driving business performance through impactful data engineering, analysis, and insights - using your technical expertise with the Mic…"
5286520584,Data Engineer ( Python ),Ocho,permanent,full_time,2025-07-05T04:52:33Z,"Belfast, Northern Ireland",IT Jobs,45000.0,45000,"Data Engineer (Python) Location: Belfast (Hybrid - 3 days on-site per week) Type: Full-time | Permanent The Opportunity We're hiring a Data Engineer with strong Python skills to help evolve a high-impact data platform in a global cybersecurity environment. Working within a cross-functional data and customer success team, you'll design and build scalable data pipelines, lead platform integrations, and deliver insights that directly influence customer experience, retention, and product strategy. …"
5276180027,Lead Data Engineer,WRK DIGITAL LTD,permanent,full_time,2025-06-30T20:10:51Z,"Holgate, York",IT Jobs,70000.0,70000,"Job Title: Lead Data Engineer Location: York (Hybrid Working Available) Department: Data & Business Intelligence Salary: £66,000 - 71,000  Excellent Benefits Type: Full-Time, Permanent About the Role WRK Digital is proud to partner exclusively with a well-known, high-profile organisation on a transformative data journey. We are seeking a talented Lead Data Engineer to play a pivotal role in a major data transformation initiative. This is an exceptional opportunity to join a forward-thinking com…"
5266658274,Data Engineer (Azure),MCS Group,,,2025-06-25T04:33:49Z,"Belfast, Northern Ireland",IT Jobs,55000.0,55000,"MCS Group is seeking a skilled and motivated Cloud Azure Data Engineer to join a high-performing data engineering team delivering enterprise-grade solutions. This is an exciting opportunity to work on a modern Lakehouse architecture that powers analytics, AI, and business-critical applications across the organisation. You'll be responsible for building and maintaining scalable data pipelines using Azure Synapse and other cloud-native tools, curating high-quality datasets, and enabling backend d…"
5293338955,Senior Data Engineer,Corecom Consulting,permanent,full_time,2025-07-09T09:41:14Z,"Leeds, West Yorkshire",IT Jobs,65000.0,65000,"Senior Data Engineer ?? Hybrid (2 days on-site | Office ~10 mins from train station) ?? £55,000-£60,000  ~8% Bonus | Full-time | Permanent A newly established data function within a growing organisation is looking for a Senior Data Engineer to help shape and scale modern data capabilities. This is a hands-on role with high visibility, ideal for someone who enjoys solving complex problems and can confidently represent the data function across a range of projects. About the Role: You'll be respon…"
5276735727,Senior Data Engineer,Ocho,,,2025-07-01T05:17:50Z,"Belfast, Northern Ireland",IT Jobs,90000.0,90000,"Data Engineer Remote | UK or EU timezone preferred This is an opportunity to build high-impact pipelines, implement real-time streaming solutions, and collaborate cross-functionally across engineering, product, and analytics teams. About the Role As a Data Engineer, you'll play a key role in designing and maintaining robust data pipelines, streamlining data ingestion from multiple sources, and building scalable warehousing and lakehouse solutions. You'll also be involved in shaping the platform…"
5280879026,AWS Data Engineer,Fujitsu,contract,,2025-07-03T05:03:30Z,"Belfast, Northern Ireland",IT Jobs,49422.16,49422.16,"Role: Data Engineer Location: Belfast Duration: Long Term Contract Opportunity - Rolling Contract Rate: Market Rates - Inside IR35 Job Description: Fujitsu's Decision Intelligence practice in the UK helps organisations bridge the gap between data and insights, empowering businesses to make smarter decisions, optimise operations, and drive innovation. From AI-powered analytics to data governance and security, we offer a comprehensive suite of services to help our Public and Private Sector custom…"
5292475560,Senior Data Engineer,AWE Plc,permanent,,2025-07-08T18:55:45Z,"Reading, Berkshire",IT Jobs,70000.0,70000,"Senior Data Engineer Location: RG7 4PR , located between Reading and Basingstoke, with free onsite parking . Package: £50,060 - £70,000 (depending on your suitability, qualifications, and level of experience) Working pattern: AWE operates a 9-day working fortnight. Clearance Level: You will need to obtain and maintain DV security clearance for the role. This will be funded by AWE. The nature of our work does mean you need to be a British Citizen who has been resident in the UK for the past 10 y…"
5245447192,AWS data engineer - Ireland,LA International Computer Consultants Ltd,contract,,2025-06-11T23:01:26Z,UK,IT Jobs,104000.0,169000,"Systems Architecture - AWS data engineer Job Description Location: UK - Will require travel to customer site ](Belfast) Job Summary: We are seeking a skilled and experienced AWS Data Engineer to join our team. The successful candidate will be responsible for implementing, and managing data architecture solutions for our customers, with a strong emphasis on Cloud technologies (Preferably AWS) and tooling. This role requires understanding of data modelling, database design, and data integration t…"
5221796456,Graduate Finance Data Engineer,Grayce,,,2025-05-29T16:14:11Z,"Bridgend County, Wales",Graduate Jobs,24000.0,24000,"Job Position: Graduate Finance Data Engineer Location: Bridgend, South Wales Starting Salary: £25,000 Application Requirements: Minimum 2:1 University Degree in Finance, Accounting, Economics or related degree, with a desire to work as a Data Professional within a Finance team. Knowledge of Excel, SQL and PowerBI. (Knowledge of Snowflake would be advantageous). Awareness of Data Modelling Right to work in the UK unsponsored for the duration of the programme. Commuting distance of Bridgend and a…"
